latitude,longitude,tanggal,kelurahan,kecamatan,wilayah
-6.181428,106.876127,23 Juli 2017,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur
-6.248946,106.851613,23 Juli 2017,Pangadegan,Pancoran, Kota Administrasi Jakarta Selatan
-6.230167,106.856365,23 Juli 2017,Tebet Timur,Tebet, Kota Administrasi Jakarta Selatan
-6.123933,106.713592,23 Juli 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.150808,106.81659,23 Juli 2017,Keagungan,Tamansari, Kota Administrasi Jakarta Barat
-6.117825,106.78892,24 Juli 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.236446,106.917119,24 Juli 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.330573,106.851366,24 Juli 2017,KaliSari,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.330012,106.834933,24 Juli 2017,Lenteng Agung,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.203899,106.769246,25 Juli 2017,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.185665,106.781171,25 Juli 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.130747,106.834952,25 Juli 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.338326,106.901281,25 Juli 2017,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur
-6.146147,106.810117,26 Juli 2017,Tambora,Tambora, Kota Administrasi Jakarta Barat
-6.199819,106.93104,26 Juli 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.180244,106.84504,26 Juli 2017,Kramat,Senen, Kota Administrasi Jakarta Pusat
-6.194066,106.742558,26 Juli 2017,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.277833,106.882096,26 Juli 2017,Pinang ranti,Makasar, Kota Administrasi Jakarta Timur
-6.279937,106.860972,27 Juli 2017,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.180244,106.84504,27 Juli 2017,Kramat,Senen, Kota Administrasi Jakarta Pusat
-6.177967,106.713095,28 Juli 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.306528,106.865768,28 Juli 2017,Kramat jati,Kramat Jati, Kota Administrasi Jakarta Timur
-6.159579,106.831332,28 Juli 2017,Pasar Baru ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.208832,106.848282,28 Juli 2017,Menteng Atas,Setiabudi, Kota Administrasi Jakarta Selatan
-6.167551,106.778721,29 Juli 2017,Duri Kepa,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.157691,106.951445,29 Juli 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.274327,106.773934,30 Juli 2017,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.231606,106.871959,30 Juli 2017,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur
-6.29227,106.801202,30 Juli 2017,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan
-6.201151,106.958723,30 Juli 2017,Pulo gebang,Cakung, Kota Administrasi Jakarta Timur
-6.163174,106.860792,30 Juli 2017,Serdang ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.300335,106.784452,30 Juli 2017,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan
-6.339857,106.901603,30 Juli 2017,cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.167962,106.76268,30 Juli 2017,Meruya Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.14543,106.760551,30 Juli 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.213175,106.884939,31 Juli 2017,Pisangan Timur,Pulogadung, Kota Administrasi Jakarta Timur
-6.163544,106.705261,31 Juli 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.328779,106.859343,31 Juli 2017,Cijantung,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.182872,106.937942,31 Juli 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.206282,106.856447,31 Juli 2017,Kebon Manggis,Matraman, Kota Administrasi Jakarta Timur
-6.154769,106.810073,31 Juli 2017,Tanah Sereal,Tambora, Kota Administrasi Jakarta Barat
-6.228974,106.858926,01 Agustus 2017,Kebon Baru,Tebet, Kota Administrasi Jakarta Selatan
-6.275211,106.771381,01 Agustus 2017,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.178006,106.713189,01 Agustus 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.242829,106.841087,01 Agustus 2017,Pancoran,Pancoran, Kota Administrasi Jakarta Selatan
-6.178461,106.717042,01 Agustus 2017,Duri kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.162748,106.75295,01 Agustus 2017,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.191862,106.822805,01 Agustus 2017,Gondangdia,Menteng, Kota Administrasi Jakarta Pusat
-6.160675,106.823686,01 Agustus 2017,Kebon Kelapa ,Gambir, Kota Administrasi Jakarta Pusat
-6.239682,106.86919,02 Agustus 2017,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur
-6.316948,106.836095,02 Agustus 2017,Lenteng Agung,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.207848,106.940265,02 Agustus 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.234709,106.78041,02 Agustus 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.126323,106.855825,02 Agustus 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.346877,106.809518,02 Agustus 2017,Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.240178,106.890709,02 Agustus 2017,Cipinang Melayu,Makasar, Kota Administrasi Jakarta Timur
-6.126278,106.892863,02 Agustus 2017,Sungai Bambu,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.12632,106.855825,02 Agustus 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.12632,106.855825,03 Agustus 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.165568,106.826484,03 Agustus 2017,Kebon Kelapa ,Gambir, Kota Administrasi Jakarta Pusat
-6.164578,106.772997,04 Agustus 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.184422,106.783985,04 Agustus 2017,Tanjung Duren Selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.180611,106.80765,04 Agustus 2017,Jati pulo,Palmerah, Kota Administrasi Jakarta Barat
-6.214789,106.816914,04 Agustus 2017,karet tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.206772,106.930223,04 Agustus 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.150686,106.878831,05 Agustus 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.160484,106.691042,05 Agustus 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.145569,106.839207,05 Agustus 2017,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.116758,106.927757,05 Agustus 2017,Semper Timur,Cilincing, Kota Administrasi Jakarta Utara
-6.327527,106.833235,05 Agustus 2017,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.319077,106.859649,06 Agustus 2017,Cijantung,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.200663,106.895678,06 Agustus 2017,Jati,Pulogadung, Kota Administrasi Jakarta Timur
-6.142863,106.734926,06 Agustus 2017,Cengkareng timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.250731,106.858444,06 Agustus 2017,Pangadegan,Pancoran, Kota Administrasi Jakarta Selatan
-6.245419,106.751961,06 Agustus 2017,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.185978,106.870004,06 Agustus 2017,Cempaka Putih Barat ,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.175297,106.827184,06 Agustus 2017,Gambir ,Gambir, Kota Administrasi Jakarta Pusat
-6.142863,106.734926,06 Agustus 2017,Cengkareng timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.150085,106.949163,07 Agustus 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.243266,106.849692,07 Agustus 2017,Tebet barat,Tebet, Kota Administrasi Jakarta Selatan
-6.142863,106.734926,07 Agustus 2017,Cengkareng timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.268466,106.872394,07 Agustus 2017,Halim Perdana Kusuma,Makasar, Kota Administrasi Jakarta Timur
-6.212544,106.867793,08 Agustus 2017,Pisangan baru,Matraman, Kota Administrasi Jakarta Timur
-6.195695,106.853513,08 Agustus 2017,Paseban ,Senen, Kota Administrasi Jakarta Pusat
-6.138247,106.84197,08 Agustus 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.15049,106.92515,08 Agustus 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.156871,106.78833,09 Agustus 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.315396,106.915333,09 Agustus 2017,Setu,Cipayung, Kota Administrasi Jakarta Timur
-6.131948,106.795474,10 Agustus 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.200886,106.935151,10 Agustus 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.175611,106.963943,10 Agustus 2017,Ujung menteng,Cakung, Kota Administrasi Jakarta Timur
-6.218749,106.868036,10 Agustus 2017,Bali mester,Jatinegara, Kota Administrasi Jakarta Timur
-6.117117,106.706983,11 Agustus 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.26248,106.796059,11 Agustus 2017,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.150513,106.925142,11 Agustus 2017,Sukapura,Cilincing, Kota Administrasi Jakarta Utara
-6.177983,106.713114,11 Agustus 2017,Duri kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.194472,106.807703,11 Agustus 2017,Petamburan,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.235975,106.783724,12 Agustus 2017,Kebayoran lama utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.202412,106.900304,12 Agustus 2017,Jatinegara Kaum,Pulogadung, Kota Administrasi Jakarta Timur
-6.287211,106.837142,13 Agustus 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.208286,106.827927,13 Agustus 2017,Setiabudi,Setiabudi, Kota Administrasi Jakarta Selatan
-6.243673,106.793132,14 Agustus 2017,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.121371,106.720055,14 Agustus 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.185655,106.781184,15 Agustus 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.170431,106.962569,15 Agustus 2017,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur
-6.194954,106.849682,15 Agustus 2017,Kenari ,Senen, Kota Administrasi Jakarta Pusat
-6.295078,106.879018,15 Agustus 2017,Dukuh,Kramat Jati, Kota Administrasi Jakarta Timur
-6.208748,106.828233,16 Agustus 2017,Setiabudi,Setiabudi, Kota Administrasi Jakarta Selatan
-6.287123,106.874305,16 Agustus 2017,Dukuh,Kramat Jati, Kota Administrasi Jakarta Timur
-6.110598,106.702651,16 Agustus 2017,Kamal,Kalideres, Kota Administrasi Jakarta Barat
-6.128052,106.777129,16 Agustus 2017,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara
-6.179947,106.934088,17 Agustus 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.146516,106.879162,17 Agustus 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.180784,106.967371,17 Agustus 2017,Ujung Menteng,Cakung, Kota Administrasi Jakarta Timur
-6.310837,106.786825,18 Agustus 2017,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan
-6.207046,106.822033,18 Agustus 2017,karet tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.12632,106.855831,18 Agustus 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.161915,106.808693,18 Agustus 2017,Tanah Sereal,Tambora, Kota Administrasi Jakarta Barat
-6.307092,106.887523,19 Agustus 2017,Ceger,Cipayung, Kota Administrasi Jakarta Timur
-6.14593,106.856393,19 Agustus 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.249206,106.940499,19 Agustus 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.144313,106.911363,19 Agustus 2017,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.254039,106.846684,19 Agustus 2017,Pangadegan,Pancoran, Kota Administrasi Jakarta Selatan
-6.150818,106.797799,19 Agustus 2017,Jembatan Besi,Tambora, Kota Administrasi Jakarta Barat
-6.22424,106.938984,19 Agustus 2017,Pondok kopi,Duren Sawit, Kota Administrasi Jakarta Timur
-6.119502,106.717318,19 Agustus 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.100155,106.937882,20 Agustus 2017,Cilincing,Cilincing, Kota Administrasi Jakarta Utara
-6.239387,106.77904,20 Agustus 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.254985,106.877231,20 Agustus 2017,Kampung Mester/Melayu,Jatinegara, Kota Administrasi Jakarta Timur
-6.232958,106.777813,20 Agustus 2017,Grogol Selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.240757,106.853063,21 Agustus 2017,Tebet Timur,Tebet, Kota Administrasi Jakarta Selatan
-6.239457,106.917422,21 Agustus 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.139331,106.847295,21 Agustus 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.157225,106.800006,21 Agustus 2017,Kalianyar,Tambora, Kota Administrasi Jakarta Barat
-6.308083,106.898369,21 Agustus 2017,Bambu Apus,Cipayung, Kota Administrasi Jakarta Timur
-6.171402,106.805261,21 Agustus 2017,Cideng,Gambir, Kota Administrasi Jakarta Pusat
-6.145065,106.707519,22 Agustus 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.154532,106.909854,22 Agustus 2017,Pegangsaan Dua,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.216033,106.907276,22 Agustus 2017,Klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.17835,106.841742,22 Agustus 2017,Senen,Senen, Kota Administrasi Jakarta Pusat
-6.196873,106.850004,22 Agustus 2017,Kenari ,Senen, Kota Administrasi Jakarta Pusat
-6.183377,106.855562,23 Agustus 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.198547,106.80024,23 Agustus 2017,Slipi,Palmerah, Kota Administrasi Jakarta Barat
-6.254709,106.800803,24 Agustus 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.239735,106.843766,24 Agustus 2017,Menteng Dalam,Tebet, Kota Administrasi Jakarta Selatan
-6.180746,106.810376,24 Agustus 2017,Cideng,Gambir, Kota Administrasi Jakarta Pusat
-6.273127,106.805024,24 Agustus 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.265639,106.793307,24 Agustus 2017,Gandaria Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.182094,106.736577,25 Agustus 2017,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.185251,106.794817,25 Agustus 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.187335,106.959595,25 Agustus 2017,Ujung Menteng,Cakung, Kota Administrasi Jakarta Timur
-6.19084,106.74821,25 Agustus 2017,Kembangan selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.139365,106.847264,25 Agustus 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.113023,106.915021,25 Agustus 2017,Lagoa,Koja, Kota Administrasi Jakarta Utara
-6.112852,106.894459,26 Agustus 2017,Koja,Koja, Kota Administrasi Jakarta Utara
-6.124438,106.906335,26 Agustus 2017,Tugu Utara,Koja, Kota Administrasi Jakarta Utara
-6.131884,106.722085,26 Agustus 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.304371,106.867076,26 Agustus 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.307752,106.830025,26 Agustus 2017,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.202519,106.879403,26 Agustus 2017,Pisangan Timur,Pulogadung, Kota Administrasi Jakarta Timur
-6.281767,106.837628,26 Agustus 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.253487,106.847466,26 Agustus 2017,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan
-6.152753,106.703017,26 Agustus 2017,Kalideres,Kalideres, Kota Administrasi Jakarta Barat
-6.164767,106.705216,26 Agustus 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.329999,106.894237,26 Agustus 2017,Cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.245508,106.791832,26 Agustus 2017,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.224239,106.834523,27 Agustus 2017,Menteng Dalam,Tebet, Kota Administrasi Jakarta Selatan
-6.18304,106.837483,27 Agustus 2017,Kwitang ,Senen, Kota Administrasi Jakarta Pusat
-6.149602,106.897804,27 Agustus 2017,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.121227,106.880886,27 Agustus 2017,Warakas,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.208227,106.764429,27 Agustus 2017,Srengseng,Kembangan, Kota Administrasi Jakarta Barat
-6.193001,106.842909,27 Agustus 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.200495,106.952905,27 Agustus 2017,Pulo gebang,Cakung, Kota Administrasi Jakarta Timur
-6.131275,106.818425,27 Agustus 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.255861,106.812804,27 Agustus 2017,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.206887,106.881493,28 Agustus 2017,Pisangan Timur,Pulogadung, Kota Administrasi Jakarta Timur
-6.255213,106.85426,28 Agustus 2017,Rawajati,Pancoran, Kota Administrasi Jakarta Selatan
-6.209433,106.941901,28 Agustus 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.134322,106.836022,28 Agustus 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.214539,106.832975,28 Agustus 2017,Karet,Setiabudi, Kota Administrasi Jakarta Selatan
-6.099034,106.879649,29 Agustus 2017,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.178521,106.86061,29 Agustus 2017,Cempaka Putih Barat ,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.344095,106.90002,30 Agustus 2017,Munjul,Cipayung, Kota Administrasi Jakarta Timur
-6.209406,106.761177,30 Agustus 2017,Srengseng,Kembangan, Kota Administrasi Jakarta Barat
-6.133737,106.814277,30 Agustus 2017,Pinangsia,Tamansari, Kota Administrasi Jakarta Barat
-6.250057,106.829935,30 Agustus 2017,Tegal Parang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.12098,106.881316,31 Agustus 2017,Warakas,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.175296,106.963931,31 Agustus 2017,Ujung Menteng,Cakung, Kota Administrasi Jakarta Timur
-6.168544,106.906469,31 Agustus 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.166356,106.941694,31 Agustus 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.316378,106.85412,31 Agustus 2017,Cijantung,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.245351,106.751969,31 Agustus 2017,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.15242,106.702775,31 Agustus 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.100817,106.960502,31 Agustus 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.238179,106.764922,31 Agustus 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.101811,106.92897,01 September 2017,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara
-6.130857,106.854559,01 September 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.190933,106.837903,01 September 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.122435,106.843428,01 September 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.14021,106.717046,01 September 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.255717,106.836381,01 September 2017,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan
-6.185691,106.78116,02 September 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.160356,106.726907,02 September 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.161145,106.873682,02 September 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.221422,106.936472,02 September 2017,Malaka Jaya,Duren Sawit, Kota Administrasi Jakarta Timur
-6.190328,106.766043,02 September 2017,Kebon Jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.143356,106.723597,02 September 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.264976,106.850968,02 September 2017,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.151934,106.950989,03 September 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.239395,106.779026,03 September 2017,Cipulir,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.191519,106.740775,03 September 2017,Kembangan selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.267356,106.75757,03 September 2017,Pesanggrahan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.153283,106.847397,03 September 2017,Gunung Sahari Selatan ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.127505,106.958689,03 September 2017,Marunda,Cilincing, Kota Administrasi Jakarta Utara
-6.19797,106.954336,03 September 2017,Pulo Gebang,Cakung, Kota Administrasi Jakarta Timur
-6.161145,106.873682,03 September 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.163197,106.725811,04 September 2017,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat
-6.147487,106.708329,04 September 2017,Kalideres,Kalideres, Kota Administrasi Jakarta Barat
-6.168147,106.789262,04 September 2017,Tomang,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.193655,106.762873,04 September 2017,Kebon jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.304538,106.883529,04 September 2017,Dukuh,Kramat Jati, Kota Administrasi Jakarta Timur
-6.241073,106.850927,04 September 2017,Tebet Barat,Tebet, Kota Administrasi Jakarta Selatan
-6.297766,106.779538,04 September 2017,Lebak bulus,Cilandak, Kota Administrasi Jakarta Selatan
-6.108541,106.771059,05 September 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.139021,106.752991,05 September 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.182977,106.903008,05 September 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.211992,106.815387,05 September 2017,karet tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.156073,106.792517,05 September 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.114369,106.727377,06 September 2017,Kamal Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.208143,106.89508,06 September 2017,Cipinang,Pulogadung, Kota Administrasi Jakarta Timur
-6.165674,106.722932,06 September 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.138266,106.72337,06 September 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.200145,106.935119,06 September 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.181617,106.883735,06 September 2017,Kayu Putih,Pulogadung, Kota Administrasi Jakarta Timur
-6.263896,106.791629,07 September 2017,Gandaria Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.104459,106.771439,07 September 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.178813,106.935102,07 September 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.259257,106.864235,07 September 2017,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur
-6.203731,106.936126,07 September 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.138946,106.729774,07 September 2017,Cengkareng Timur,Cengkareng, Kota Administrasi Jakarta Barat
-6.204649,106.767176,07 September 2017,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.155143,106.792024,07 September 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.171399,106.701798,08 September 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.139598,106.726477,08 September 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.221014,106.886188,08 September 2017,Cipinang Muara,Jatinegara, Kota Administrasi Jakarta Timur
-6.302557,106.848104,08 September 2017,Tanjung Barat,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.211765,106.893924,08 September 2017,Cipinang,Pulogadung, Kota Administrasi Jakarta Timur
-6.217336,106.855432,08 September 2017,Bukit Duri,Tebet, Kota Administrasi Jakarta Selatan
-6.23447,106.90553,08 September 2017,Pondok Bambu,Duren Sawit, Kota Administrasi Jakarta Timur
-6.255411,106.779569,09 September 2017,Kebayoran lama selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.201434,106.810154,09 September 2017,Bendungan Hilir ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.252932,106.763484,09 September 2017,Pesanggrahan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.302215,106.884229,09 September 2017,Ceger,Cipayung, Kota Administrasi Jakarta Timur
-6.280304,106.83567,09 September 2017,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.185019,106.928758,10 September 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.162393,106.757334,10 September 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.242195,106.874165,11 September 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.155975,106.801126,10 September 2017,Kalianyar,Tambora, Kota Administrasi Jakarta Barat
-6.233081,106.922997,11 September 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.106328,106.932915,11 September 2017,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara
-6.17873,106.902402,11 September 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.28473,106.76476,11 September 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.15532,106.791231,12 September 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.15279,106.829378,12 September 2017,Kartini,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.210629,106.825896,12 September 2017,Setiabudi,Setiabudi, Kota Administrasi Jakarta Selatan
-6.146929,106.909046,12 September 2017,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.155968,106.798436,13 September 2017,Kalianyar,Tambora, Kota Administrasi Jakarta Barat
-6.218388,106.853447,13 September 2017,Manggarai ,Tebet, Kota Administrasi Jakarta Selatan
