latitude,longitude,tanggal,kelurahan,kecamatan,wilayah
-6.136698,106.808353,23 Februari 2017,Roa Malaka,Tambora, Kota Administrasi Jakarta Barat
-6.170888,106.73889,23 Februari 2017,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.25398,106.777569,23 Februari 2017,Kebayoran lama selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.155684,106.869336,24 Februari 2017,Sunter Jaya,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.13338,106.921042,24 Februari 2017,Semper Barat,Cilincing, Kota Administrasi Jakarta Utara
-6.174189,106.833059,24 Februari 2017,Gambir ,Gambir, Kota Administrasi Jakarta Pusat
-6.161289,106.801621,24 Februari 2017,Duri Pulo,Gambir, Kota Administrasi Jakarta Pusat
-6.102196,106.924243,24 Februari 2017,Cilincing,Cilincing, Kota Administrasi Jakarta Utara
-6.132144,106.844786,24 Februari 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.125378,106.718792,25 Februari 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.23399,106.848626,25 Februari 2017,Tebet Barat,Tebet, Kota Administrasi Jakarta Selatan
-6.287771,106.777026,25 Februari 2017,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan
-6.340214,106.889047,26 Februari 2017,Munjul,Cipayung, Kota Administrasi Jakarta Timur
-6.162884,106.84258,26 Februari 2017,Kemayoran ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.346929,106.871991,26 Februari 2017,Cibubur,Ciracas, Kota Administrasi Jakarta Timur
-6.340919,106.867591,26 Februari 2017,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.291345,106.863311,26 Februari 2017,Kampung Tengah,Kramat Jati, Kota Administrasi Jakarta Timur
-6.213359,106.854417,27 Februari 2017,Manggarai ,Tebet, Kota Administrasi Jakarta Selatan
-6.12646,106.847146,28 Februari 2017,Ancol,Pademangan, Kota Administrasi Jakarta Utara
-6.185032,106.928762,28 Februari 2017,Pondok Kelapa,Duren Sawit, Kota Administrasi Jakarta Timur
-6.182716,106.796809,28 Februari 2017,Kota bambu Utara,Palmerah, Kota Administrasi Jakarta Barat
-6.228589,106.754959,28 Februari 2017,Petukangan utara,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.133857,106.722136,28 Februari 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.138857,106.844796,28 Februari 2017,Pademangan Timur,Pademangan, Kota Administrasi Jakarta Utara
-6.236186,106.757466,01 Maret 2017,Petukangan Selatan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.327228,106.859102,01 Maret 2017,Cijantung,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.179763,106.871063,01 Maret 2017,Cempaka Putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.192753,106.959395,01 Maret 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.194734,106.805284,01 Maret 2017,Slipi,Palmerah, Kota Administrasi Jakarta Barat
-6.185885,106.804413,02 Maret 2017,Palmerah,Palmerah, Kota Administrasi Jakarta Barat
-6.176825,106.846111,02 Maret 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.259214,106.791679,02 Maret 2017,Gandaria Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.165623,106.846154,02 Maret 2017,Kemayoran ,Kemayoran, Kota Administrasi Jakarta Pusat
-6.158874,106.746421,03 Maret 2017,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat
-6.183078,106.854218,03 Maret 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.221472,106.800032,03 Maret 2017,Gelora ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.188419,106.826038,04 Maret 2017,Gondangdia,Menteng, Kota Administrasi Jakarta Pusat
-6.192255,106.86927,04 Maret 2017,Utan Kayu Utara,Matraman, Kota Administrasi Jakarta Timur
-6.144212,106.82193,04 Maret 2017,Tangki,Tamansari, Kota Administrasi Jakarta Barat
-6.183831,106.928618,04 Maret 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.137881,106.721264,04 Maret 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.111117,106.772383,05 Maret 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.266552,106.841149,06 Maret 2017,Pejaten barat,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.243566,106.770676,06 Maret 2017,Kebayoran lama utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.185489,106.719704,06 Maret 2017,Angke,Tambora, Kota Administrasi Jakarta Barat
-6.121628,106.883209,07 Maret 2017,Sungai Bambu,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.110532,106.882916,08 Maret 2017,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.23414,106.913664,08 Maret 2017,Duren sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.161505,106.951155,08 Maret 2017,Rorotan,Cilincing, Kota Administrasi Jakarta Utara
-6.118726,106.909003,08 Maret 2017,Lagoa,Koja, Kota Administrasi Jakarta Utara
-6.135311,106.750622,08 Maret 2017,Kamal muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.182052,106.856572,08 Maret 2017,Johar Baru ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.183583,106.849014,08 Maret 2017,Tanah Tinggi,Johar Baru, Kota Administrasi Jakarta Pusat
-6.14753,106.821277,08 Maret 2017,Tangki,Tamansari, Kota Administrasi Jakarta Barat
-6.278882,106.859032,09 Maret 2017,Batu Ampar,Kramat Jati, Kota Administrasi Jakarta Timur
-6.32914,106.833681,10 Maret 2017,Lenteng Agung,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.233931,106.786307,10 Maret 2017,Grogol Selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.266893,106.802943,10 Maret 2017,Cipete utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.17469,106.832675,10 Maret 2017,Senen,Senen, Kota Administrasi Jakarta Pusat
-6.173939,106.801407,10 Maret 2017,Tomang,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.16555,106.727326,11 Maret 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.133803,106.86375,11 Maret 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.152004,106.794784,11 Maret 2017,Jembatan Besi,Tambora, Kota Administrasi Jakarta Barat
-6.302084,106.902878,11 Maret 2017,Ceger,Cipayung, Kota Administrasi Jakarta Timur
-6.193326,106.812893,11 Maret 2017,Kebon Melati ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.316245,106.814368,12 Maret 2017,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.189084,106.788403,12 Maret 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.264761,106.766962,13 Maret 2017,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.239278,106.904993,13 Maret 2017,Pondok Bambu,Duren Sawit, Kota Administrasi Jakarta Timur
-6.248314,106.931415,13 Maret 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.161557,106.833162,13 Maret 2017,Pasar Baru ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.322679,106.888565,13 Maret 2017,Cipayung,Cipayung, Kota Administrasi Jakarta Timur
-6.192527,106.842918,13 Maret 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.291338,106.83082,13 Maret 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.258277,106.839176,14 Maret 2017,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan
-6.118552,106.882994,14 Maret 2017,Sungai Bambu,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.134444,106.875812,14 Maret 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.19193,106.880424,15 Maret 2017,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur
-6.197274,106.766606,15 Maret 2017,Kebon jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.345867,106.823414,15 Maret 2017,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.147055,106.798532,16 Maret 2017,Angke,Tambora, Kota Administrasi Jakarta Barat
-6.177945,106.713096,16 Maret 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.163689,106.854639,16 Maret 2017,Utan Panjang,Kemayoran, Kota Administrasi Jakarta Pusat
-6.178519,106.85612,16 Maret 2017,Kampung Rawa ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.099995,106.799364,16 Maret 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.210276,106.891612,16 Maret 2017,Cipinang Besar Utara,Jatinegara, Kota Administrasi Jakarta Timur
-6.187866,106.808009,16 Maret 2017,Kota Bambu Utara,Palmerah, Kota Administrasi Jakarta Barat
-6.185491,106.768848,17 Maret 2017,Duri Kepa,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.210273,106.859553,17 Maret 2017,Kebon Manggis,Matraman, Kota Administrasi Jakarta Timur
-6.173878,106.936257,17 Maret 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.24785,106.874684,17 Maret 2017,Cipinang Cimpedak,Jatinegara, Kota Administrasi Jakarta Timur
-6.235641,106.914973,18 Maret 2017,Duren sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.197681,106.88599,18 Maret 2017,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur
-6.21455,106.862964,19 Maret 2017,Bali Mester,Jatinegara, Kota Administrasi Jakarta Timur
-6.177297,106.843463,19 Maret 2017,Kramat,Senen, Kota Administrasi Jakarta Pusat
-6.236711,106.909319,19 Maret 2017,Pondok Bambu,Duren Sawit, Kota Administrasi Jakarta Timur
-6.206014,106.909303,20 Maret 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.156882,106.75759,20 Maret 2017,Kedaung Kali Angke,Cengkareng, Kota Administrasi Jakarta Barat
-6.212243,106.790465,21 Maret 2017,Grogol Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.251112,106.836615,21 Maret 2017,Pancoran,Pancoran, Kota Administrasi Jakarta Selatan
-6.102909,106.920537,22 Maret 2017,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara
-6.268722,106.776001,22 Maret 2017,pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.158095,106.90394,22 Maret 2017,Kelapa Gading Timur,Kelapa Gading, Kota Administrasi Jakarta Utara
-6.199312,106.88444,22 Maret 2017,PuloGadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.21047,106.768498,23 Maret 2017,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.310655,106.828961,25 Maret 2017,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.127631,106.716622,26 Maret 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.233253,106.844458,26 Maret 2017,Tebet Barat,Tebet, Kota Administrasi Jakarta Selatan
-6.188622,106.790592,26 Maret 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.266025,106.823792,27 Maret 2017,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.202865,106.881632,27 Maret 2017,Pisangan Timur,Pulogadung, Kota Administrasi Jakarta Timur
-6.172521,106.872973,27 Maret 2017,Cempaka Putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.184104,106.785276,28 Maret 2017,Tanjung Duren Selatan,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.267575,106.806355,28 Maret 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.189374,106.906332,28 Maret 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.200034,106.831076,28 Maret 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.174087,106.820858,30 Maret 2017,Petojo selatan ,Gambir, Kota Administrasi Jakarta Pusat
-6.187424,106.817143,30 Maret 2017,Kebon Kacang ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.136177,106.72714,30 Maret 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.258292,106.783564,30 Maret 2017,Kebayoran lama selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.330112,106.864899,30 Maret 2017,Cijantung,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.190045,106.890815,30 Maret 2017,Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur
-6.09863,106.932717,31 Maret 2017,Kalibaru,Cilincing, Kota Administrasi Jakarta Utara
-6.180058,106.852133,31 Maret 2017,Galur ,Johar Baru, Kota Administrasi Jakarta Pusat
-6.186101,106.845001,01 April 2017,Kwitang ,Senen, Kota Administrasi Jakarta Pusat
-6.188149,106.790811,01 April 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.189504,106.965703,01 April 2017,Ujung menteng,Cakung, Kota Administrasi Jakarta Timur
-6.12277,106.756274,02 April 2017,Tanjung Priok,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.159445,106.767936,02 April 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.168249,106.774117,02 April 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.125382,106.718801,03 April 2017,Tegal Alur,Kalideres, Kota Administrasi Jakarta Barat
-6.351105,106.797651,04 April 2017,Ciganjur,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.237814,106.884525,04 April 2017,Cipinang Muara,Jatinegara, Kota Administrasi Jakarta Timur
-6.185649,106.873922,04 April 2017,Cempaka Putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat
-6.228219,106.862169,04 April 2017,Kebon Baru,Tebet, Kota Administrasi Jakarta Selatan
-6.110576,106.772968,04 April 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.182535,106.767331,05 April 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.17863,106.836054,05 April 2017,Gambir ,Gambir, Kota Administrasi Jakarta Pusat
-6.235727,106.854002,05 April 2017,Tebet Timur,Tebet, Kota Administrasi Jakarta Selatan
-6.188022,106.81406,06 April 2017,Kampung Bali ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.209007,106.818399,06 April 2017,Karet Tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.324961,106.869209,07 April 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.314661,106.908862,08 April 2017,Setu,Cipayung, Kota Administrasi Jakarta Timur
-6.212502,106.808321,08 April 2017,Bendungan Hilir ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.241765,106.784096,08 April 2017,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.133436,106.839021,09 April 2017,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara
-6.332346,106.86758,09 April 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.241765,106.784096,09 April 2017,Kramat Pela,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.19728,106.752441,09 April 2017,Meruya Utara,Kembangan, Kota Administrasi Jakarta Barat
-6.263113,106.805527,09 April 2017,Cipete Utara,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.219655,106.737324,10 April 2017,Meruya Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.133403,106.921012,11 April 2017,Semper barat,Cilincing, Kota Administrasi Jakarta Utara
-6.144292,106.778947,11 April 2017,Jelambar Baru,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.143854,106.865316,11 April 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.297991,106.808208,11 April 2017,Cilandak TImur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.241165,106.819735,11 April 2017,Pela Mampang,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.186842,106.819054,12 April 2017,Kampung Bali ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.183489,106.836913,12 April 2017,Kwitang ,Senen, Kota Administrasi Jakarta Pusat
-6.256865,106.872379,12 April 2017,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur
-6.231893,106.911925,12 April 2017,Duren sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.155917,106.810914,12 April 2017,Tanah Sereal,Tambora, Kota Administrasi Jakarta Barat
-6.187879,106.802872,13 April 2017,Kota bambu Selatan,Palmerah, Kota Administrasi Jakarta Barat
-6.169562,106.724187,13 April 2017,Duri Kosambi,Cengkareng, Kota Administrasi Jakarta Barat
-6.101084,106.802084,13 April 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.154404,106.77467,14 April 2017,Wijaya Kusuma,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.301554,106.823067,14 April 2017,Ragunan,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.125825,106.801301,15 April 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.203151,106.922968,15 April 2017,Jatinegara,Cakung, Kota Administrasi Jakarta Timur
-6.2617,106.841877,15 April 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.184379,106.812539,15 April 2017,Kampung Bali ,Tanah Abang, Kota Administrasi Jakarta Pusat
-6.126938,106.800571,15 April 2017,Pluit,Penjaringan, Kota Administrasi Jakarta Utara
-6.246002,106.871079,16 April 2017,Bidara Cina,Jatinegara, Kota Administrasi Jakarta Timur
-6.290062,106.794505,16 April 2017,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan
-6.158131,106.828378,16 April 2017,Karang Anyar ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.346576,106.905909,16 April 2017,Cilangkap,Cipayung, Kota Administrasi Jakarta Timur
-6.156715,106.704254,16 April 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.304383,106.788632,17 April 2017,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan
-6.24179,106.911387,17 April 2017,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur
-6.205632,106.930323,17 April 2017,Penggilingan,Cakung, Kota Administrasi Jakarta Timur
-6.181221,106.748355,18 April 2017,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat
-6.244313,106.761568,18 April 2017,Pesanggrahan,Pesanggrahan, Kota Administrasi Jakarta Selatan
-6.281178,106.83845,18 April 2017,Pasar Minggu,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.138406,106.766249,19 April 2017,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.304862,106.817837,20 April 2017,Ragunan,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.170678,106.844618,20 April 2017,Bungur ,Senen, Kota Administrasi Jakarta Pusat
-6.131864,106.799761,20 April 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.136767,106.907222,21 April 2017,Tugu Selatan,Koja, Kota Administrasi Jakarta Utara
-6.16657,106.934405,21 April 2017,Cakung barat,Cakung, Kota Administrasi Jakarta Timur
-6.156939,106.83433,21 April 2017,Kartini,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.117394,106.805698,21 April 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.187711,106.836663,21 April 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.167668,106.828941,22 April 2017,Kebon Kelapa ,Gambir, Kota Administrasi Jakarta Pusat
-6.123504,106.749223,22 April 2017,Kamal Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.138314,106.691927,23 April 2017,Kalideres,Kalideres, Kota Administrasi Jakarta Barat
-6.161333,106.77016,24 April 2017,Kedoya Utara,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.192292,106.794265,24 April 2017,Kemanggisan,Palmerah, Kota Administrasi Jakarta Barat
-6.140191,106.691981,25 April 2017,Pegadungan,Kalideres, Kota Administrasi Jakarta Barat
-6.144974,106.798537,26 April 2017,Angke,Tambora, Kota Administrasi Jakarta Barat
-6.160675,106.77653,26 April 2017,Wijaya Kusuma,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.275609,106.798369,26 April 2017,Cipete Selatan,Cilandak, Kota Administrasi Jakarta Selatan
-6.255559,106.848982,27 April 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.164482,106.705248,28 April 2017,Semanan,Kalideres, Kota Administrasi Jakarta Barat
-6.165124,106.813483,28 April 2017,Duri Pulo,Gambir, Kota Administrasi Jakarta Pusat
-6.183008,106.93084,28 April 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.109971,106.704177,28 April 2017,Kamal,Kalideres, Kota Administrasi Jakarta Barat
-6.321786,106.877039,29 April 2017,Ciracas,Ciracas, Kota Administrasi Jakarta Timur
-6.134298,106.776034,29 April 2017,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.281579,106.83128,29 April 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.282202,106.834537,29 April 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.129071,106.728088,29 April 2017,Cengkareng Barat,Cengkareng, Kota Administrasi Jakarta Barat
-6.174767,106.766245,30 April 2017,Kedoya Selatan,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.132081,106.747382,30 April 2017,Kamal Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.164177,106.729783,29 April 2017,Rawa Buaya,Cengkareng, Kota Administrasi Jakarta Barat
-6.276185,106.855042,30 April 2017,Bale Kambang,Kramat Jati, Kota Administrasi Jakarta Timur
-6.214726,106.890456,30 April 2017,Cipinang Muara,Jatinegara, Kota Administrasi Jakarta Timur
-6.216833,106.848831,02 Mei 2017,Manggarai ,Tebet, Kota Administrasi Jakarta Selatan
-6.250605,106.855567,02 Mei 2017,Pangadegan,Pancoran, Kota Administrasi Jakarta Selatan
-6.284605,106.767577,02 Mei 2017,pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.132701,106.872987,02 Mei 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.155054,106.793677,03 Mei 2017,Jelambar Baru,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.206446,106.863433,03 Mei 2017,Kayu Manis,Matraman, Kota Administrasi Jakarta Timur
-6.166685,106.934422,03 Mei 2017,Cakung Barat,Cakung, Kota Administrasi Jakarta Timur
-6.140948,106.853348,03 Mei 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.306053,106.864713,03 Mei 2017,Gedong,Pasar Rebo, Kota Administrasi Jakarta Timur
-6.166132,106.80273,03 Mei 2017,Cideng,Gambir, Kota Administrasi Jakarta Pusat
-6.127158,106.757941,04 Mei 2017,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.244511,106.801418,04 Mei 2017,Melawai,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.274459,106.773783,04 Mei 2017,pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan
-6.108842,106.900736,04 Mei 2017,Koja,Koja, Kota Administrasi Jakarta Utara
-6.222072,106.939067,04 Mei 2017,Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur
-6.216679,106.908584,04 Mei 2017,Klender,Duren Sawit, Kota Administrasi Jakarta Timur
-6.126323,106.855825,04 Mei 2017,Sunter Agung,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.189629,106.919519,05 Mei 2017,Rawa Terate,Cakung, Kota Administrasi Jakarta Timur
-6.129756,106.740542,05 Mei 2017,Kapuk,Cengkareng, Kota Administrasi Jakarta Barat
-6.183578,106.837765,05 Mei 2017,Senen,Senen, Kota Administrasi Jakarta Pusat
-6.158267,106.761298,06 Mei 2017,Kedaung Kali Angke,Cengkareng, Kota Administrasi Jakarta Barat
-6.23956,106.815028,06 Mei 2017,Mampang Prapatan,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.152975,106.77814,07 Mei 2017,Jelambar,Grogol Petamburan, Kota Administrasi Jakarta Barat
-6.293994,106.833333,07 Mei 2017,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.223953,106.855083,07 Mei 2017,Bukit Duri,Tebet, Kota Administrasi Jakarta Selatan
-6.216786,106.88445,08 Mei 2017,Cipinang Besar Utara,Jatinegara, Kota Administrasi Jakarta Timur
-6.200072,106.924156,08 Mei 2017,Jatinegara,Cakung, Kota Administrasi Jakarta Timur
-6.231238,106.808825,08 Mei 2017,Selong,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.255998,106.843064,08 Mei 2017,Duren Tiga,Pancoran, Kota Administrasi Jakarta Selatan
-6.132641,106.872993,08 Mei 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.107922,106.772793,08 Mei 2017,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara
-6.130787,106.747542,09 Mei 2017,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara
-6.126323,106.855825,09 Mei 2017,Papanggo,Tanjung Priok, Kota Administrasi Jakarta Utara
-6.206216,106.768715,09 Mei 2017,Kelapa Dua,Kebun Jeruk, Kota Administrasi Jakarta Barat
-6.205626,106.940196,10 Mei 2017,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur
-6.144741,106.843986,10 Mei 2017,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.310963,106.807915,10 Mei 2017,Pondok Labu,Cilandak, Kota Administrasi Jakarta Selatan
-6.336258,106.806347,10 Mei 2017,Jagakarsa,Jagakarsa, Kota Administrasi Jakarta Selatan
-6.301105,106.814533,10 Mei 2017,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan
-6.218914,106.852827,11 Mei 2017,Manggarai ,Tebet, Kota Administrasi Jakarta Selatan
-6.252267,106.801635,12 Mei 2017,Pulo,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.158146,106.832801,12 Mei 2017,Pasar Baru ,Sawah Besar, Kota Administrasi Jakarta Pusat
-6.181377,106.967099,12 Mei 2017,Cakung Timur,Cakung, Kota Administrasi Jakarta Timur
-6.193609,106.869505,12 Mei 2017,Utan Kayu Utara,Matraman, Kota Administrasi Jakarta Timur
-6.230453,106.816816,12 Mei 2017,Senayan,Kebayoran Baru, Kota Administrasi Jakarta Selatan
-6.281767,106.792178,13 Mei 2017,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan
-6.122076,106.920946,13 Mei 2017,Tugu Utara,Koja, Kota Administrasi Jakarta Utara
-6.130223,106.89897,13 Mei 2017,Rawa Badak Selatan,Koja, Kota Administrasi Jakarta Utara
-6.274936,106.872283,13 Mei 2017,Kramat jati,Kramat Jati, Kota Administrasi Jakarta Timur
-6.190197,106.838893,14 Mei 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.266128,106.834843,14 Mei 2017,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan
-6.153951,106.805238,14 Mei 2017,Duri Utara,Tambora, Kota Administrasi Jakarta Barat
-6.190117,106.83889,14 Mei 2017,cikini,Menteng, Kota Administrasi Jakarta Pusat
-6.234397,106.824008,14 Mei 2017,Kuningan Barat,Mampang Prapatan, Kota Administrasi Jakarta Selatan
-6.190117,106.83889,14 Mei 2017,Cikini,Menteng, Kota Administrasi Jakarta Pusat
